date,open,high,low,close,volume
2025-05-28,522.1799926757812,523.6799926757812,518.3900146484375,518.9099731445312,46637200.0
2025-05-29,526.3300170898438,526.47998046875,517.3200073242188,519.9299926757812,58513300.0
2025-05-30,519.4400024414062,520.6799926757812,511.92999267578125,519.1099853515625,67662800.0
2025-06-02,517.239990234375,523.4500122070312,515.969970703125,523.2100219726562,44762800.0
2025-06-03,523.5599975585938,528.739990234375,522.6900024414062,527.2999877929688,44070300.0
2025-06-04,528.010009765625,529.8400268554688,525.969970703125,528.77001953125,41359300.0
2025-06-05,530.1799926757812,533.0499877929688,522.6599731445312,524.7899780273438,61031200.0
2025-06-06,530.0,531.7999877929688,528.2100219726562,529.9199829101562,42467000.0
2025-06-09,530.1400146484375,532.3499755859375,529.010009765625,530.7000122070312,33688700.0
2025-06-10,531.1699829101562,534.9000244140625,528.8900146484375,534.2100219726562,40664800.0
2025-06-11,535.6199951171875,536.780029296875,530.1099853515625,532.4099731445312,53701000.0
2025-06-12,531.0900268554688,534.6400146484375,530.8400268554688,533.6599731445312,34104900.0
2025-06-13,527.6799926757812,531.8699951171875,525.72998046875,526.9600219726562,55814400.0
2025-06-16,530.5,535.3699951171875,530.4500122070312,534.2899780273438,37622100.0
2025-06-17,531.7100219726562,533.3300170898438,527.9099731445312,529.0800170898438,42180900.0
2025-06-18,530.0999755859375,532.5499877929688,527.4000244140625,528.989990234375,43983500.0
2025-06-20,532.260009765625,533.5599975585938,524.8800048828125,526.8300170898438,61643500.0
2025-06-23,526.8099975585938,532.1699829101562,523.6500244140625,531.6500244140625,50666100.0
2025-06-24,536.8900146484375,540.7000122070312,536.27001953125,539.780029296875,45442000.0
2025-06-25,542.0599975585938,543.3099975585938,539.3800048828125,541.1599731445312,44804200.0
2025-06-26,543.3499755859375,546.6699829101562,541.52001953125,546.219970703125,43811400.0
2025-06-27,547.260009765625,549.989990234375,544.5399780273438,548.0900268554688,57577100.0
2025-06-30,551.260009765625,552.7999877929688,549.010009765625,551.6400146484375,45548700.0
2025-07-01,549.72998046875,550.7100219726562,544.6599731445312,546.989990234375,56166700.0
2025-07-02,546.1599731445312,551.0,546.1199951171875,550.7999877929688,36538300.0
2025-07-03,553.1799926757812,557.2000122070312,553.1799926757812,556.219970703125,26443500.0
2025-07-07,553.52001953125,554.3400268554688,549.5800170898438,552.030029296875,45349300.0
2025-07-08,553.3800048828125,554.010009765625,551.0999755859375,552.3400268554688,36153300.0
2025-07-09,554.47998046875,557.6300048828125,553.0999755859375,556.25,43045500.0
2025-07-10,556.8900146484375,557.2999877929688,552.75,555.4500122070312,34710900.0
2025-07-11,553.2999877929688,555.7899780273438,552.0499877929688,554.2000122070312,39618600.0
2025-07-14,553.989990234375,556.9500122070312,551.6300048828125,556.2100219726562,36453300.0
2025-07-15,560.25,560.7999877929688,556.6599731445312,556.719970703125,43277700.0
2025-07-16,557.280029296875,560.2100219726562,551.5599975585938,557.2899780273438,52314700.0
2025-07-17,558.02001953125,562.3099975585938,557.2100219726562,561.7999877929688,40423800.0
2025-07-18,563.1199951171875,564.72998046875,559.97998046875,561.260009765625,50484700.0
2025-07-21,562.0900268554688,566.0599975585938,562.0599975585938,564.1699829101562,39595200.0
2025-07-22,564.2999877929688,564.3499755859375,558.6099853515625,561.25,43270600.0
2025-07-23,562.3400268554688,563.8499755859375,559.5800170898438,563.8099975585938,40215300.0
2025-07-24,565.1300048828125,566.239990234375,563.2899780273438,565.010009765625,42275500.0
2025-07-25,564.9299926757812,567.7000122070312,564.27001953125,566.3699951171875,30630800.0
2025-07-28,567.739990234375,569.0399780273438,566.8699951171875,568.1400146484375,31498700.0
2025-07-29,570.760009765625,572.1099853515625,566.530029296875,567.260009765625,45463300.0
2025-07-30,568.1799926757812,570.6199951171875,565.0499877929688,568.02001953125,43433800.0
2025-07-31,574.5399780273438,574.6300048828125,563.8699951171875,565.010009765625,64613600.0
2025-08-01,558.8300170898438,559.02001953125,551.6799926757812,553.8800048828125,69400800.0
2025-08-04,559.0499877929688,564.3200073242188,558.9500122070312,564.0999755859375,47669800.0
2025-08-05,565.3900146484375,566.5599975585938,559.72998046875,560.27001953125,48666600.0
2025-08-06,561.1099853515625,567.760009765625,560.6300048828125,567.3200073242188,41823700.0
2025-08-07,571.6699829101562,573.3200073242188,565.1099853515625,569.239990234375,44463000.0
2025-08-08,570.4500122070312,574.77001953125,570.1500244140625,574.5499877929688,35255500.0
